Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Rarely,Research & Development,9,4,1,Sales Executive,43120,0,12,1,10,2,9,1,8
27,No,Travel_Rarely,Research & Development,10,3,5,Research Scientist,132450,1,23,1,9,3,9,0,7
32,No,Travel_Rarely,Sales,1,3,2,Sales Executive,136640,3,14,0,10,6,7,7,7
47,No,Travel_Rarely,Research & Development,2,3,5,Sales Executive,50210,2,17,0,20,3,7,1,7
40,No,Travel_Frequently,Research & Development,3,4,3,Human Resources,51260,5,18,0,20,2,18,1,12
53,No,Travel_Rarely,Research & Development,7,1,2,Laboratory Technician,28590,3,18,1,32,2,5,1,3
41,No,Travel_Rarely,Sales,6,3,1,Sales Executive,102390,3,24,3,23,3,21,12,6
60,No,Travel_Rarely,Research & Development,8,2,5,Laboratory Technician,53290,8,20,0,10,3,2,2,2
27,No,Travel_Frequently,Research & Development,29,1,2,Manufacturing Director,43250,1,14,0,9,2,9,1,7
41,No,Travel_Rarely,Research & Development,3,3,1,Manufacturing Director,72600,1,16,0,22,2,22,2,10
50,No,Travel_Rarely,Sales,9,3,2,Research Scientist,23220,7,25,1,4,0,2,2,2
28,Yes,Travel_Rarely,Sales,2,4,3,Research Scientist,20750,7,18,3,10,0,7,3,7
36,No,Non-Travel,Research & Development,10,4,2,Research Scientist,41520,9,19,1,10,3,8,0,5
38,No,Travel_Rarely,Research & Development,1,3,3,Manager,96190,4,13,1,10,2,1,0,0
44,No,Non-Travel,Research & Development,8,2,1,Research Scientist,135030,2,12,0,9,6,5,1,4
47,No,Travel_Frequently,Research & Development,27,3,1,Research Scientist,54410,9,22,1,28,6,22,11,13
30,No,Travel_Rarely,Research & Development,8,3,2,Sales Executive,52090,7,14,1,10,3,8,7,7
29,No,Travel_Rarely,Research & Development,1,2,1,Sales Executive,106730,1,13,3,1,2,1,0,0
42,Yes,Travel_Frequently,Research & Development,10,1,1,Sales Executive,50100,6,21,3,7,3,2,2,2
43,No,Travel_Frequently,Research & Development,26,1,1,Laboratory Technician,135490,3,11,2,7,3,2,2,2
34,No,Travel_Rarely,Research & Development,2,5,2,Healthcare Representative,49990,3,12,2,10,2,5,4,3
23,No,Travel_Rarely,Sales,13,3,5,Sales Executive,42210,1,11,1,5,4,4,0,2
39,No,Travel_Rarely,Sales,2,4,4,Healthcare Representative,138720,9,12,3,12,3,8,3,6
56,No,Travel_Rarely,Research & Development,2,4,1,Manager,20420,7,12,0,30,6,10,1,1
40,No,Travel_Rarely,Sales,9,3,2,Research Scientist,20730,0,14,0,5,3,4,2,3
27,No,Travel_Rarely,Research & Development,10,3,1,Laboratory Technician,29560,8,13,0,9,6,7,0,7
29,No,Travel_Rarely,Sales,20,3,2,Manager,29260,1,15,1,2,3,2,2,2
53,No,Travel_Rarely,Research & Development,9,3,3,Laboratory Technician,48090,2,18,0,19,2,2,2,2
35,No,Non-Travel,Research & Development,5,1,1,Healthcare Representative,51630,2,18,2,16,4,1,0,0
32,No,Travel_Frequently,Sales,4,4,2,Sales Executive,188440,1,19,0,10,3,10,4,7
38,No,Travel_Rarely,Sales,10,3,4,Laboratory Technician,181720,6,12,2,6,5,1,0,1
34,No,Travel_Rarely,Research & Development,20,3,3,Laboratory Technician,57440,3,19,1,7,4,0,0,0
52,No,Travel_Rarely,Sales,21,5,3,Manager,28890,1,11,1,34,2,34,1,16
33,Yes,Travel_Rarely,Research & Development,1,2,3,Laboratory Technician,28710,1,17,3,10,2,10,7,8
25,No,Travel_Rarely,Research & Development,8,3,2,Research Scientist,74840,1,15,0,6,3,6,1,4
45,No,Travel_Rarely,Sales,2,3,3,Healthcare Representative,60740,0,14,0,9,2,8,3,1
23,No,Travel_Rarely,Research & Development,23,1,2,Research Scientist,173280,1,17,1,2,2,2,0,2
34,No,Travel_Rarely,Research & Development,12,3,1,Research Scientist,45050,1,12,0,6,3,6,1,4
55,Yes,Travel_Rarely,Human Resources,7,3,4,Laboratory Technician,74280,5,12,0,24,2,5,1,4
36,No,Non-Travel,Research & Development,7,2,5,Sales Executive,116310,1,18,1,10,2,10,0,9
52,No,Non-Travel,Research & Development,1,4,5,Sales Executive,97380,0,18,2,5,2,4,1,2
26,No,Travel_Frequently,Research & Development,2,2,1,Manufacturing Director,28350,3,11,1,5,2,2,2,0
29,No,Travel_Rarely,Research & Development,10,2,3,Manufacturing Director,169590,4,14,3,11,5,8,1,1
26,Yes,Travel_Rarely,Research & Development,15,2,2,Laboratory Technician,26130,6,19,1,6,2,4,1,2
34,No,Travel_Rarely,Research & Development,14,4,2,Manufacturing Director,61460,2,12,0,10,3,4,1,3
54,No,Travel_Rarely,Research & Development,18,4,2,Laboratory Technician,49630,9,15,1,9,2,5,1,4
27,No,Travel_Frequently,Research & Development,13,2,4,Research Scientist,195370,0,12,0,5,5,4,1,1
37,No,Travel_Rarely,Sales,2,4,2,Manufacturing Director,61720,0,11,0,6,1,5,4,3
38,No,Travel_Frequently,Sales,2,4,2,Research Scientist,23680,6,11,1,17,3,15,4,12
34,No,Travel_Rarely,Sales,2,3,1,Sales Representative,103120,1,12,0,6,2,6,1,3
35,No,Travel_Rarely,Research & Development,5,4,3,Manager,16750,1,16,0,3,6,3,0,2
30,No,Travel_Rarely,Research & Development,20,3,1,Laboratory Technician,25230,3,13,1,7,2,2,0,2
40,No,Travel_Frequently,Research & Development,10,4,2,Manufacturing Director,65670,1,13,1,8,3,8,3,7
34,No,Travel_Rarely,Research & Development,10,3,3,Healthcare Representative,47390,5,24,2,6,2,3,1,2
42,No,Travel_Frequently,Research & Development,9,4,1,Manufacturing Director,92080,1,15,1,24,2,24,14,9
23,Yes,Travel_Rarely,Sales,2,3,4,Manufacturing Director,45590,1,18,1,1,2,0,0,0
24,No,Non-Travel,Sales,1,5,1,Manufacturing Director,81890,1,14,1,1,3,1,0,0
52,No,Travel_Rarely,Research & Development,29,3,2,Manufacturing Director,29420,8,11,1,9,1,5,1,4
50,No,Travel_Rarely,Research & Development,8,4,2,Sales Executive,49410,5,11,1,30,3,4,0,3
29,Yes,Travel_Rarely,Sales,2,4,4,Research Scientist,106500,1,13,2,1,2,1,0,0
33,No,Travel_Rarely,Research & Development,3,4,4,Manufacturing Director,59020,0,12,1,14,2,13,3,7
33,Yes,Travel_Rarely,Research & Development,23,5,1,Human Resources,86390,5,16,2,6,3,3,0,2
47,No,Travel_Rarely,Research & Development,6,4,2,Manager,63470,1,14,0,26,2,26,3,0
36,No,Travel_Rarely,Sales,6,3,2,Sales Executive,42000,0,22,0,10,3,9,0,5
29,No,Travel_Rarely,Research & Development,10,3,1,Research Scientist,34520,1,11,0,10,3,10,0,7
58,Yes,Travel_Rarely,Research & Development,24,3,2,Research Scientist,43170,7,17,0,40,2,31,13,8
35,No,Travel_Rarely,Sales,10,4,1,Research Scientist,26320,3,13,3,7,3,2,2,2
42,No,Travel_Rarely,Sales,15,1,2,Laboratory Technician,46680,9,18,2,8,2,4,0,2
28,Yes,Travel_Rarely,Research & Development,19,4,2,Sales Executive,32040,6,16,1,5,4,2,2,1
36,No,Travel_Rarely,Research & Development,2,3,2,Healthcare Representative,27200,4,14,1,8,3,5,0,4
32,No,Travel_Rarely,Research & Development,3,1,2,Manufacturing Director,171810,1,14,0,14,2,14,6,8
30,No,Travel_Rarely,Research & Development,7,3,2,Research Director,14830,5,13,0,12,3,0,0,0
45,No,Travel_Rarely,Research & Development,10,4,1,Research Director,56050,1,12,2,1,2,1,0,0
42,No,Travel_Rarely,Research & Development,20,2,2,Sales Representative,72950,1,15,0,10,3,9,7,8
38,No,Travel_Frequently,Sales,4,3,2,Research Scientist,23060,2,19,1,13,5,4,1,2
34,No,Travel_Frequently,Research & Development,7,4,3,Laboratory Technician,23480,1,14,1,6,3,5,1,3
49,Yes,Travel_Rarely,Sales,7,2,2,Healthcare Representative,89980,1,14,2,9,2,9,7,7
55,Yes,Travel_Rarely,Human Resources,16,3,4,Manufacturing Director,43190,4,11,0,12,3,9,7,3
43,No,Travel_Rarely,Research & Development,25,2,2,Healthcare Representative,61320,6,13,0,22,3,4,1,0
27,No,Travel_Rarely,Sales,2,4,2,Manager,33460,1,21,1,9,2,9,0,8
35,No,Travel_Rarely,Research & Development,1,3,1,Research Director,108550,3,13,1,17,2,8,1,6
28,No,Travel_Rarely,Sales,1,2,1,Sales Executive,22310,1,12,0,8,3,8,7,5
34,No,Travel_Rarely,Sales,2,5,4,Research Scientist,23230,0,17,0,4,2,3,0,2
26,Yes,Travel_Frequently,Research & Development,22,4,1,Sales Executive,20240,1,23,0,8,2,8,1,7
27,No,Non-Travel,Sales,1,3,1,Sales Executive,27130,1,11,0,0,2,0,0,0
51,No,Travel_Rarely,Sales,16,3,3,Research Scientist,94390,2,15,3,29,0,20,4,17
44,No,Travel_Rarely,Sales,24,5,1,Sales Executive,25660,9,11,1,10,3,5,2,3
25,No,Travel_Rarely,Research & Development,17,3,1,Laboratory Technician,199260,7,11,3,6,5,4,0,1
33,No,Travel_Rarely,Research & Development,8,4,3,Laboratory Technician,24510,1,13,1,9,3,9,0,8
35,No,Travel_Rarely,Sales,6,4,2,Manager,94190,1,24,1,6,5,6,1,1
36,No,Travel_Rarely,Sales,10,4,3,Manager,86860,1,13,0,18,2,18,4,11
32,No,Travel_Rarely,Research & Development,3,4,4,Sales Executive,30380,2,20,0,8,3,5,0,3
30,No,Travel_Frequently,Research & Development,4,5,5,Sales Representative,30580,9,14,1,10,2,5,0,3
53,No,Travel_Rarely,Sales,6,3,4,Sales Executive,23250,7,18,1,35,1,5,0,4
45,No,Travel_Rarely,Research & Development,1,5,2,Healthcare Representative,20880,4,15,3,18,2,5,0,2
32,No,Travel_Rarely,Sales,10,3,1,Human Resources,30720,5,12,0,9,4,5,1,3
52,No,Travel_Frequently,Research & Development,1,1,2,Laboratory Technician,50060,3,16,1,31,2,9,0,0
37,No,Travel_Rarely,Sales,24,2,4,Laboratory Technician,42570,4,15,0,9,2,1,0,0
28,No,Travel_Rarely,Research & Development,21,4,1,Healthcare Representative,25000,1,16,2,6,3,5,0,4
22,No,Travel_Rarely,Research & Development,2,2,1,Sales Representative,11020,6,19,0,4,3,2,2,2
44,No,Travel_Rarely,Research & Development,22,3,1,Laboratory Technician,104530,2,11,1,10,2,3,0,2
42,No,Travel_Frequently,Sales,13,4,2,Laboratory Technician,22880,5,16,1,8,4,2,2,2
36,No,Travel_Rarely,Research & Development,14,3,2,Research Scientist,39290,0,24,0,6,6,5,0,3
25,No,Travel_Rarely,Sales,11,3,1,Laboratory Technician,23110,1,11,1,5,2,5,0,3
35,No,Travel_Rarely,Research & Development,9,2,1,Healthcare Representative,31400,1,13,1,17,2,17,5,15
35,Yes,Travel_Frequently,Sales,8,2,1,Laboratory Technician,36900,1,13,1,10,2,10,7,8
32,No,Non-Travel,Research & Development,21,3,1,Sales Executive,44500,0,13,0,4,3,3,0,2
25,No,Travel_Rarely,Sales,5,3,4,Research Scientist,27560,1,12,2,5,2,5,0,3
49,No,Travel_Rarely,Sales,9,3,2,Sales Representative,190330,2,18,1,7,5,4,0,2
24,No,Non-Travel,Research & Development,2,5,2,Healthcare Representative,187220,0,22,1,6,3,5,3,4
32,No,Travel_Frequently,Research & Development,12,5,1,Research Scientist,95470,1,13,1,10,3,10,5,3
38,No,Travel_Rarely,Sales,22,2,1,Sales Executive,137340,0,13,0,3,3,2,1,2
42,No,Travel_Rarely,Research & Development,18,1,2,Research Scientist,199990,2,23,1,17,6,5,1,3
31,No,Travel_Rarely,Research & Development,16,3,3,Sales Executive,22790,3,12,1,8,3,6,0,2
29,Yes,Travel_Rarely,Sales,3,3,3,Laboratory Technician,59160,6,12,0,5,2,3,0,2
53,No,Travel_Rarely,Research & Development,9,3,1,Sales Representative,20890,5,16,0,28,2,2,2,2
35,No,Travel_Rarely,Research & Development,1,3,3,Healthcare Representative,167920,3,12,1,16,3,13,4,8
37,No,Travel_Frequently,Research & Development,13,4,3,Human Resources,35640,5,11,0,10,1,5,0,0
53,No,Travel_Rarely,Research & Development,1,1,1,Sales Executive,44250,6,22,1,33,2,12,3,8
43,No,Travel_Frequently,Research & Development,1,3,1,Laboratory Technician,52650,4,11,1,12,4,5,2,2
47,No,Travel_Rarely,Sales,15,4,3,Research Director,65530,0,15,0,8,2,7,7,7
37,No,Non-Travel,Research & Development,1,5,2,Research Scientist,62610,1,12,0,10,1,10,0,9
50,No,Non-Travel,Research & Development,17,3,1,Laboratory Technician,42980,1,20,1,31,6,31,14,7
39,No,Travel_Rarely,Research & Development,1,3,3,Human Resources,68040,8,14,1,13,3,5,0,4
33,No,Travel_Rarely,Sales,7,3,2,Manufacturing Director,38150,3,11,1,7,3,4,0,3
32,Yes,Travel_Rarely,Research & Development,9,1,1,Laboratory Technician,27410,1,15,1,1,5,1,0,1
29,No,Travel_Rarely,Research & Development,5,4,4,Healthcare Representative,66730,6,12,1,8,2,4,0,3
44,No,Travel_Rarely,Research & Development,26,2,2,Manufacturing Director,76390,1,14,0,8,6,8,7,1
28,No,Travel_Rarely,Sales,24,5,1,Research Scientist,23280,1,11,2,4,3,4,0,2
58,Yes,Travel_Frequently,Sales,9,2,1,Sales Executive,21530,9,11,0,3,3,1,0,0
43,No,Travel_Rarely,Sales,7,4,2,Sales Executive,48760,4,16,2,4,4,1,0,0
20,Yes,Travel_Rarely,Research & Development,11,3,2,Sales Executive,93960,1,12,0,2,6,2,0,2
21,Yes,Travel_Rarely,Research & Development,1,3,2,Sales Executive,104000,1,13,1,1,2,1,0,0
36,No,Travel_Rarely,Research & Development,26,4,1,Laboratory Technician,84740,0,14,0,17,3,16,4,11
47,No,Travel_Rarely,Research & Development,2,3,2,Manufacturing Director,99810,1,21,1,3,3,3,1,2
22,Yes,Travel_Rarely,Research & Development,15,4,1,Laboratory Technician,124900,0,13,0,4,3,3,0,2
41,Yes,Travel_Rarely,Research & Development,23,3,2,Sales Executive,26570,4,11,0,10,3,7,1,0
28,No,Travel_Rarely,Research & Development,10,3,3,Manager,135910,5,20,1,6,2,2,2,2
39,Yes,Travel_Rarely,Research & Development,10,4,4,Human Resources,66960,7,11,0,8,3,2,2,2
27,No,Travel_Rarely,Research & Development,1,3,1,Research Scientist,20580,1,14,1,1,5,1,0,0
34,No,Travel_Rarely,Research & Development,12,2,2,Human Resources,88650,1,11,1,1,0,1,1,0
42,No,Travel_Rarely,Sales,11,1,2,Human Resources,59400,7,16,0,10,2,5,0,3
33,No,Travel_Rarely,Sales,2,3,1,Sales Executive,59140,3,16,1,6,4,3,0,2
58,No,Travel_Rarely,Research & Development,2,4,1,Research Scientist,26220,2,23,0,24,3,6,0,4
31,No,Travel_Rarely,Sales,1,3,1,Sales Representative,121850,3,14,0,13,2,7,5,2
35,No,Travel_Rarely,Research & Development,2,1,3,Healthcare Representative,106090,1,22,0,10,3,10,0,7
49,No,Travel_Rarely,Research & Development,25,2,2,Sales Executive,43450,4,15,0,29,3,26,1,7
48,No,Travel_Rarely,Research & Development,1,4,1,Research Scientist,21770,4,18,0,13,4,0,0,0
31,No,Non-Travel,Research & Development,1,2,2,Sales Executive,27930,1,16,0,9,4,9,0,0
36,No,Travel_Rarely,Human Resources,2,4,1,Sales Executive,79180,2,12,2,8,3,6,0,1
38,No,Travel_Rarely,Sales,6,3,2,Sales Executive,87890,1,11,3,15,4,15,5,11
32,No,Non-Travel,Sales,18,3,1,Laboratory Technician,23890,6,12,1,5,4,3,0,2
25,Yes,Travel_Rarely,Research & Development,1,2,1,Sales Executive,32120,1,15,1,1,3,1,0,0
40,No,Travel_Rarely,Research & Development,1,4,2,Research Scientist,192320,2,14,1,11,3,1,0,0
26,No,Travel_Frequently,Sales,11,3,2,Healthcare Representative,22670,1,19,3,7,2,7,0,7
41,No,Travel_Rarely,Research & Development,1,4,1,Research Scientist,195170,2,13,0,20,5,18,2,17
36,No,Travel_Rarely,Research & Development,9,3,2,Healthcare Representative,24360,4,13,0,16,3,11,3,9
19,Yes,Travel_Rarely,Research & Development,15,3,2,Research Scientist,160640,1,15,1,1,3,1,0,0
20,Yes,Travel_Rarely,Research & Development,29,3,3,Laboratory Technician,27070,1,11,0,1,2,1,0,0
31,No,Travel_Rarely,Research & Development,1,4,4,Research Director,190680,0,12,0,10,1,9,8,5
40,No,Travel_Frequently,Sales,1,3,1,Research Scientist,39310,8,19,0,3,2,1,0,0
32,No,Travel_Rarely,Research & Development,24,3,4,Laboratory Technician,37300,1,25,1,8,4,8,6,3
36,Yes,Travel_Rarely,Research & Development,10,3,3,Sales Executive,22320,1,12,1,16,2,16,3,7
33,No,Travel_Rarely,Research & Development,1,4,4,Manufacturing Director,44650,0,13,0,6,3,5,1,4
37,Yes,Travel_Rarely,Sales,10,4,3,Human Resources,30720,5,14,0,17,3,14,11,7
45,No,Non-Travel,Research & Development,8,1,2,Sales Executive,33190,1,12,1,9,3,9,0,8
29,No,Travel_Frequently,Research & Development,29,1,1,Sales Representative,192020,1,12,0,3,5,3,0,2
35,No,Travel_Rarely,Human Resources,1,3,3,Laboratory Technician,136750,1,15,3,5,5,5,1,0
52,No,Travel_Rarely,Research & Development,5,4,1,Laboratory Technician,29110,2,17,2,26,3,9,7,8
58,Yes,Travel_Rarely,Sales,9,2,4,Sales Executive,59570,4,14,1,7,2,1,0,0
53,No,Travel_Rarely,Research & Development,9,3,1,Manager,39200,6,16,1,22,3,17,15,2
30,No,Travel_Rarely,Sales,3,4,1,Sales Executive,64340,5,14,1,10,3,8,7,7
38,No,Non-Travel,Sales,4,3,2,Research Director,100480,1,23,1,6,2,5,1,3
35,No,Travel_Rarely,Sales,1,2,2,Healthcare Representative,109380,6,14,2,12,2,10,0,8
39,No,Travel_Rarely,Sales,1,1,2,Research Scientist,23400,0,11,1,9,2,8,0,7
40,Yes,Non-Travel,Research & Development,2,4,1,Human Resources,65450,4,15,0,22,2,1,0,0
47,No,Travel_Frequently,Research & Development,7,4,3,Sales Executive,69310,1,11,0,20,3,19,2,7
36,No,Non-Travel,Sales,28,1,2,Research Scientist,48980,4,13,1,12,3,7,0,7
31,Yes,Non-Travel,Research & Development,28,4,2,Research Scientist,25930,0,21,0,4,2,3,1,2
33,No,Non-Travel,Sales,15,3,4,Research Director,194360,1,19,2,10,4,10,6,0
29,Yes,Travel_Rarely,Human Resources,3,5,1,Sales Executive,27230,6,11,1,3,2,0,0,0
33,No,Travel_Rarely,Research & Development,2,2,2,Laboratory Technician,34790,3,12,0,5,3,3,0,2
45,No,Travel_Rarely,Research & Development,26,1,3,Healthcare Representative,27940,3,19,1,8,2,5,0,2
50,No,Travel_Rarely,Sales,10,1,1,Manufacturing Director,52490,9,21,2,32,2,5,1,3
33,No,Travel_Frequently,Sales,1,3,2,Human Resources,21760,1,14,1,6,2,6,1,2
41,No,Travel_Frequently,Sales,11,3,1,Laboratory Technician,168720,2,15,1,21,2,18,0,11
27,No,Travel_Rarely,Research & Development,20,4,2,Manufacturing Director,34850,9,17,2,4,2,2,2,2
45,No,Non-Travel,Sales,2,3,1,Sales Executive,66440,1,12,0,9,3,9,0,8
47,No,Travel_Rarely,Sales,18,4,2,Research Scientist,55820,1,16,0,9,3,9,0,7
30,Yes,Travel_Rarely,Sales,2,3,2,Healthcare Representative,40000,4,12,0,7,5,5,0,1
50,No,Travel_Rarely,Research & Development,1,3,2,Sales Executive,134960,3,18,1,22,3,12,1,5
38,No,Travel_Frequently,Research & Development,13,3,1,Manufacturing Director,32100,0,17,2,3,5,2,0,2
46,No,Travel_Rarely,Research & Development,28,3,3,Human Resources,190450,6,11,3,13,2,8,0,7
24,No,Travel_Rarely,Sales,28,3,1,Healthcare Representative,118490,1,16,1,5,3,4,3,2
35,Yes,Travel_Rarely,Sales,24,3,3,Healthcare Representative,20700,1,13,3,5,1,4,0,2
31,No,Travel_Frequently,Research & Development,5,2,2,Sales Executive,65020,1,12,0,4,3,4,0,3
18,No,Non-Travel,Sales,5,4,2,Manager,32300,1,12,1,0,3,0,0,0
54,No,Travel_Rarely,Sales,23,3,1,Laboratory Technician,136030,8,13,1,22,2,10,0,8
35,No,Travel_Rarely,Research & Development,6,4,1,Manufacturing Director,119960,1,19,2,16,3,16,10,1
30,No,Travel_Rarely,Research & Development,4,3,5,Healthcare Representative,56050,0,12,1,9,0,8,1,7
20,Yes,Travel_Rarely,Research & Development,2,2,2,Research Scientist,63970,1,17,1,1,3,1,0,0
30,Yes,Travel_Frequently,Research & Development,8,4,1,Sales Executive,191440,0,11,0,4,3,3,1,2
26,No,Travel_Rarely,Sales,1,3,2,Research Scientist,175840,1,20,0,8,2,8,1,3
22,No,Travel_Rarely,Research & Development,8,3,2,Sales Representative,49070,1,21,1,4,2,4,1,1
48,No,Travel_Rarely,Human Resources,2,4,2,Sales Executive,45540,2,11,2,19,3,2,2,2
48,No,Travel_Rarely,Sales,3,3,1,Research Director,54150,7,11,1,27,1,15,4,8
41,No,Travel_Rarely,Research & Development,2,3,2,Research Scientist,47410,6,16,0,8,3,2,2,1
39,No,Travel_Rarely,Sales,2,3,3,Human Resources,21150,1,18,0,21,3,21,11,8
27,No,Travel_Rarely,Research & Development,3,3,2,Human Resources,31610,0,13,2,4,0,3,2,2
35,No,Travel_Rarely,Sales,24,3,5,Sales Executive,57450,1,17,3,3,4,3,1,2
42,No,Travel_Rarely,Research & Development,23,4,1,Research Scientist,23730,6,14,1,21,3,1,0,0
50,No,Travel_Rarely,Sales,27,3,2,Sales Executive,33100,4,22,1,8,3,1,0,0
59,No,Travel_Rarely,Research & Development,16,4,5,Laboratory Technician,186650,3,12,0,30,3,5,4,3
37,Yes,Travel_Rarely,Sales,15,3,2,Laboratory Technician,44850,5,11,1,15,2,1,0,0
55,No,Travel_Frequently,Research & Development,26,2,2,Sales Executive,27890,3,13,1,17,2,8,6,7
41,No,Non-Travel,Research & Development,19,1,2,Research Scientist,58280,1,13,0,21,0,21,5,10
38,No,Travel_Rarely,Research & Development,24,2,1,Laboratory Technician,23260,8,14,0,19,3,1,0,0
26,Yes,Non-Travel,Research & Development,21,1,1,Manufacturing Director,135250,8,17,1,7,4,2,2,2
52,Yes,Travel_Rarely,Research & Development,5,4,4,Human Resources,14200,1,13,1,33,2,32,6,9
44,No,Travel_Rarely,Research & Development,16,3,1,Healthcare Representative,80200,3,11,1,23,2,12,11,11
50,No,Non-Travel,Human Resources,2,2,1,Laboratory Technician,36880,0,11,0,19,3,18,0,13
36,Yes,Travel_Rarely,Sales,2,4,4,Sales Executive,54820,1,18,0,18,3,17,15,14
39,No,Travel_Frequently,Sales,11,3,1,Sales Executive,160150,1,11,0,21,3,21,2,8
33,No,Non-Travel,Sales,9,2,5,Sales Representative,12000,0,11,1,3,3,2,2,2
45,No,Travel_Rarely,Research & Development,7,2,1,Human Resources,56610,3,12,0,26,2,9,1,1
32,No,Non-Travel,Research & Development,15,3,2,Manager,69290,9,20,0,10,6,8,7,7
34,No,Travel_Rarely,Sales,6,4,2,Research Director,96130,0,12,1,16,5,15,0,9
59,No,Travel_Rarely,Research & Development,5,3,2,Research Scientist,56740,3,12,0,14,6,6,0,4
45,No,Travel_Rarely,Research & Development,16,1,2,Sales Executive,54840,1,20,3,6,6,6,0,4
53,No,Travel_Frequently,Sales,8,2,2,Research Scientist,120610,2,20,1,30,2,15,6,12
36,Yes,Travel_Rarely,Research & Development,7,2,1,Research Scientist,56600,7,12,0,9,3,1,0,0
26,Yes,Travel_Frequently,Sales,2,3,2,Research Scientist,48210,6,14,2,6,2,3,1,2
34,No,Travel_Rarely,Research & Development,2,2,1,Sales Representative,64100,1,13,1,1,5,1,0,0
28,No,Travel_Rarely,Research & Development,10,3,2,Sales Representative,52100,1,15,0,1,1,1,0,0
38,No,Travel_Frequently,Sales,9,4,2,Research Scientist,26950,3,14,1,8,4,2,2,2
50,No,Travel_Rarely,Research & Development,5,4,1,Sales Executive,118780,2,13,1,29,2,8,7,7
